Transaction ID,Timestamp,Sender Name,Sender UPI ID,Receiver Name,Receiver UPI ID,Amount (INR),Status
71ef7fd4-ea73-432e-9f9d-23ce85d33048,28-06-24 18:08,Nirvaan Zachariah,1391606006@okhdfcbank,Ranbir Shukla,6956979142@okicici,5858.65,SUCCESS
24159fef-1532-4cef-baf2-a5270e6e61e0,28-06-24 21:06,Rohan Gola,2532387543@okhdfcbank,Gatik Khare,0523734464@okicici,4246.53,SUCCESS
00dd618c-2382-462d-88c5-869eb096094f,06-06-24 16:30,Eshani Bail,5552406857@okybl,Kabir Wagle,7164137631@okybl,6305.8,SUCCESS
9a986a12-b24f-4269-9ec8-5b4c73212d05,25-06-24 00:44,Prisha Hora,6719880414@okaxis,Krish Toor,1855834514@okybl,5564.58,FAILED
ea5862f0-0edf-4490-976a-958e9799a21c,24-06-24 04:52,Eshani Ram,3559104422@okicici,Dhanush Tailor,2606165966@okhdfcbank,262.72,SUCCESS
299a7bf0-12e0-4f32-85bd-ae7f4ac7af90,07-06-24 22:14,Nitara Yogi,6536690172@okhdfcbank,Nitya Balay,8821754441@okicici,151.42,FAILED
c03ec1e5-e536-43b4-bf71-71fa84fc4b91,20-06-24 14:07,Raunak Jaggi,4135909907@oksbi,Neysa Salvi,1977155980@okicici,3787.73,FAILED
7eddc148-8755-4901-b31d-8ba5ee895860,01-07-24 03:57,Rati Sawhney,0595448518@oksbi,Drishya Bava,8231626532@okybl,2675.65,SUCCESS
46982aee-d402-46bd-96f1-2a181bdd9e78,24-06-24 00:37,Samaira Mand,4726181930@okicici,Eva Chander,6348447507@okicici,5770.18,SUCCESS
6f4d28fd-cb6e-465e-8b18-225b2e743da9,25-06-24 00:18,Anika Deep,5289057366@okicici,Anya Rege,6677358228@okicici,1368.23,FAILED
94aa141e-9f72-44e6-a89c-b18cac10ad48,17-06-24 13:34,Anika Keer,8216661258@okybl,Samiha Aurora,2394946306@okaxis,9755.14,FAILED
96a6ad56-a9ed-4846-aca4-8ec1b347e36c,25-06-24 21:25,Jivika Som,3366114259@okhdfcbank,Kashvi Trivedi,4763420675@okybl,9793.67,SUCCESS
f71fe071-6e1b-451a-b920-01bd3269e671,08-06-24 02:56,Fateh Baria,7347638593@okaxis,Stuvan Dugar,2601378232@okhdfcbank,8711.28,SUCCESS
9c2b53dc-67ad-42e7-8e9a-c820ebbff436,15-06-24 16:52,Jiya Doctor,0127000399@oksbi,Anika Sabharwal,5259795433@okicici,3834.76,FAILED
8e0d1d4b-19cb-4cc2-9e31-add15e2cb1c3,13-06-24 20:10,Siya Devan,5170820251@okaxis,Uthkarsh Din,2263280899@okicici,6623.49,FAILED
b637de05-3938-4237-aecf-aa84b48d7241,25-06-24 17:19,Kaira Tak,4023006701@okhdfcbank,Aarna Ramakrishnan,5362362942@okhdfcbank,3511.64,FAILED
edfe1019-862d-449e-b182-67b5456859f2,20-06-24 21:10,Aniruddh Bal,0667745276@oksbi,Oorja Jaggi,3451825630@oksbi,6323.06,FAILED
507094df-3626-4c20-8de8-a301d7ce4d3d,09-06-24 17:54,Anahita Korpal,7024829873@okicici,Pihu Kothari,1794447656@oksbi,8617.89,SUCCESS
020c2eb7-8f47-454a-9b02-14ba21afeb3c,02-07-24 13:07,Samaira Reddy,9502175475@okhdfcbank,Sana Gopal,6953227403@okybl,741.65,FAILED
fbc3e382-39c5-4e65-bf1d-9ab5a5e2a22e,10-06-24 20:03,Nirvaan Din,8202041700@okicici,Hrishita Chhabra,9092430046@okhdfcbank,7737.8,SUCCESS
351140eb-618d-4c98-8e30-a04080ff5feb,25-06-24 15:45,Navya Ahuja,0338057199@okaxis,Lakshit Deep,7312106291@oksbi,6830.86,SUCCESS
c4511220-49c6-4e80-8cd5-5b8d722f03f4,07-06-24 14:20,Lakshit Bose,6762449395@oksbi,Kaira Deep,5028907887@okybl,1910.8,FAILED
b0cf870b-a20c-461a-9d2a-455359322843,27-06-24 07:27,Piya Sastry,4949474592@okicici,Heer Kota,8131781148@okybl,5836.82,FAILED
4bdc26b9-eca0-440e-b07a-7e81347708a7,18-06-24 14:00,Emir Choudhry,1796945527@okicici,Pihu Das,8813153259@oksbi,6197.11,SUCCESS
bc2a5de0-7d21-4e1e-89b1-5d94d8e4b62c,13-06-24 15:06,Dhanush Madan,2010411304@oksbi,Neysa Bava,2868591206@okicici,1074.51,FAILED
90b95e21-1dae-49f4-8405-06c5240dcc6c,13-06-24 10:07,Divyansh Borah,0435674353@oksbi,Jiya Bath,8834991115@okhdfcbank,8050.72,SUCCESS
3a4d633d-cd06-492f-b37e-963586066bec,07-06-24 13:21,Inaaya  Varty,8146280285@okaxis,Jivin Dalal,8961344174@okicici,221.98,FAILED
ca065f7d-ae2c-4204-a32c-249c41e1aa69,16-06-24 03:02,Ryan Bedi,2866914767@okicici,Umang Anand,7874067075@okicici,5022.11,FAILED
4a2e05a1-c027-4702-92a2-27e6a3e90f55,13-06-24 20:41,Miraan Chandra,1695726240@okicici,Eva Lanka,3382655406@okicici,6856.11,SUCCESS
25eaa6a5-0912-4020-9035-cd7d5e219ab2,24-06-24 14:32,Priyansh Chander,9314080901@okicici,Nakul Kulkarni,5127520047@okhdfcbank,4980.77,SUCCESS
8d02f5f4-6e44-46cc-8584-a488ec7cd107,27-06-24 18:01,Yakshit Bassi,9921173846@okicici,Anika Ratti,5917762045@oksbi,7464.16,FAILED
0649b38d-ca15-42e1-8aea-8eeb9f756add,16-06-24 22:32,Romil Dass,3207700266@okicici,Jivika Kale,3996712743@okhdfcbank,8014.57,FAILED
7008ac2a-1431-44c4-b74d-33170bc1ef33,15-06-24 02:46,Nakul Dua,0860119156@okybl,Adah Bhattacharyya,2791182532@oksbi,1343.35,FAILED
a8770c63-849d-46e4-8bf6-8eadd45443bd,17-06-24 19:29,Nirvaan Kakar,3123033891@okaxis,Hiran Bumb,2979772891@okaxis,7122.86,SUCCESS
0300f013-05e6-4dee-8db5-c7f6a2283dec,29-06-24 06:05,Dishani Walia,4003625325@okicici,Siya Guha,6207596906@okaxis,448.56,SUCCESS
c632fbd3-a704-4c17-83c3-286b9f2b654f,20-06-24 23:57,Pari Wali,2482117648@okhdfcbank,Aarush Sheth,3790430860@okhdfcbank,2968.77,FAILED
8ca79409-a93b-48be-8e66-e5baf2308530,30-06-24 05:00,Ehsaan Mammen,4144374197@oksbi,Hansh Hayre,1934429761@oksbi,1604.4,SUCCESS
504019fd-d27f-4f15-881a-cd26e43b7df0,25-06-24 07:14,Sana Chaudry,7369869661@okybl,Mohanlal Hora,4309441350@okhdfcbank,7631.07,SUCCESS
d9c5a2b5-19da-4814-b9ad-923d9d6455e4,06-06-24 12:20,Biju Bhatt,4674744646@oksbi,Shlok Swaminathan,5125835198@okhdfcbank,8463.55,FAILED
13cb6a98-36ed-4899-8c83-d45c1d7e9bd4,08-06-24 17:32,Pari Brar,8364293331@okhdfcbank,Khushi Dar,2618629592@okaxis,650.68,FAILED
8fa59587-712d-41d8-b359-cd7e2efc5d29,06-06-24 09:24,Neysa Kapur,0994880172@okaxis,Rhea Agate,5643595252@okhdfcbank,7191.47,SUCCESS
207db252-0d2f-441a-b8f0-df2e87dc19db,02-07-24 15:35,Ira Walia,4487535719@okicici,Hrishita Krishna,2162671574@oksbi,7089.01,SUCCESS
06b1f88e-c7a2-4031-8ebd-d1439726d458,03-07-24 10:22,Farhan Mani,7837068615@okicici,Elakshi Manne,3251417319@okybl,3798.52,SUCCESS
0d6cd39b-1d52-4cc9-9b2c-180e5b34ca1c,18-06-24 19:12,Dhanush Goda,3662059415@okhdfcbank,Himmat Dutta,6736027066@okybl,8751.31,FAILED
3954bf61-e16e-4735-a15b-426b0f4c88ce,19-06-24 06:20,Tarini Vasa,1822603780@okybl,Amani Shah,5952291478@okhdfcbank,1747,SUCCESS
ab1cae2c-504f-4282-ba1d-7952c40e54ae,17-06-24 04:19,Suhana Kurian,0938147344@oksbi,Gokul Sani,3441598165@okybl,7569.06,FAILED
8b332692-e042-45ac-89c6-222a3e0e2bd3,25-06-24 18:04,Indrans Dyal,9591595004@okybl,Nakul Sama,1500832688@okhdfcbank,7065.82,SUCCESS
81bdc504-a929-403c-9ebc-bf9c71418535,03-07-24 14:42,Aaina Andra,9783294548@okhdfcbank,Ishaan Krishna,4311964794@okaxis,3071.35,SUCCESS
2795845f-4c8a-4eda-b751-1b1390b1a5d9,02-07-24 02:54,Myra Bedi,6303697861@okybl,Dhruv Uppal,2126604736@okaxis,788.3,FAILED
3a5ac2ac-d21c-40ce-b58a-da455d0a9c1e,01-07-24 21:21,Aradhya Sachdev,4787766985@okhdfcbank,Hrishita Taneja,4037739958@okybl,2426.7,FAILED
b2f5bef5-9240-48fb-93a7-30d4fb88c416,21-06-24 07:11,Yuvaan Koshy,0217532579@okicici,Raunak Chawla,2832979249@okhdfcbank,2271.9,SUCCESS
ac374b95-11f3-43b9-b5b6-ee5b27978698,10-06-24 05:40,Mehul Dhar,1053313632@oksbi,Indranil Doshi,5030835660@okaxis,5879.78,FAILED
85e0f446-4b1d-4fc4-bf42-10f57181d708,23-06-24 11:43,Vihaan Setty,8268517755@oksbi,Gokul Sinha,8353826460@okicici,2059.63,FAILED
d89bd33a-b4da-4e62-80a8-0b543d222fd1,10-06-24 11:48,Siya Shankar,9562962210@okybl,Hunar Sarma,6456631898@okicici,4949.15,FAILED
21097a39-ae4c-4a6d-8ccd-7a173adb87a8,22-06-24 22:27,Baiju Koshy,5292375456@okicici,Jayesh Koshy,6993379426@okaxis,6319.05,SUCCESS
f169fc71-37f6-43f8-9c53-92f070bc7779,22-06-24 16:35,Alia Tella,8662907843@oksbi,Jhanvi Zacharia,3104160475@okicici,1219.14,FAILED
4a4da92f-486e-48d1-ab67-5254b50b505f,14-06-24 20:50,Heer Konda,6646445190@okhdfcbank,Ehsaan Ganesan,3971282148@okhdfcbank,6052.45,FAILED
3f9dae6e-48b2-435e-bcdb-6221eab19e65,20-06-24 14:12,Diya Halder,4253085716@okhdfcbank,Samarth Ramaswamy,1637805486@okybl,8454.42,SUCCESS
406fb492-466e-4cac-8d67-d4eaf7b3d915,04-06-24 04:58,Shlok Venkatesh,6974762717@okhdfcbank,Vritika Balan,3635216656@okhdfcbank,8796.55,FAILED
9d2b9c6d-25f8-442b-8981-0e732cfb1915,24-06-24 23:12,Ira Chand,7627729176@okhdfcbank,Jivika Chaudhary,3639986231@okicici,2999.5,SUCCESS
133cef16-1642-4ed7-924a-c41c074d5419,11-06-24 09:58,Kashvi Shah,4076441660@oksbi,Azad Desai,6903315269@okaxis,5568.29,SUCCESS
99a4394e-db60-491c-a56b-2efb3106ece8,24-06-24 17:01,Siya Ramaswamy,4696217142@okaxis,Arhaan Rout,4839529506@okhdfcbank,2301.23,SUCCESS
6cb4a0b3-6af4-43a7-b836-9b8c00dd494a,23-06-24 13:22,Lakshay Bahri,8020727352@okaxis,Anahita Atwal,4384753932@oksbi,665.41,FAILED
6f5d1428-4ca9-42a1-9017-f241f403e465,17-06-24 09:54,Chirag Khare,9491780895@okicici,Nakul Gera,2336269924@okaxis,9250.92,FAILED
6dd53d45-55e2-4cb8-b2e6-3a46c9faee0b,05-06-24 18:05,Piya Gopal,4418847643@okicici,Pari Thakkar,7137733360@oksbi,270.33,FAILED
02ac8a64-0f67-4b56-94d7-9e58bdcb83d9,29-06-24 18:09,Miraan Uppal,6989478043@okicici,Pihu Kurian,7980965709@okhdfcbank,2534.04,FAILED
9d214c29-e395-4183-8052-f54b1e252cc6,10-06-24 00:35,Emir Setty,3833152647@okaxis,Aarush Sani,3821796864@okybl,5872.59,SUCCESS
d8e85dc4-2f2d-4453-991c-dc0ef8191c1d,22-06-24 05:55,Jayan Sahota,1254305403@okaxis,Aarna Srinivas,5033200366@okhdfcbank,2745.97,FAILED
5c74bcc3-f6b4-4061-9696-fde048d941ba,08-06-24 06:38,Zoya Sur,8420061883@okicici,Vardaniya Bhatnagar,4330002449@oksbi,5307.77,SUCCESS
68fb37fb-289e-4339-986c-3ab0a8b57f2e,25-06-24 17:30,Fateh Chaudhary,3561474796@okicici,Samaira Goyal,8061409294@oksbi,9666.66,SUCCESS
84570911-ef8f-4461-a11e-d6343f444b7e,30-06-24 12:21,Suhana Ramesh,1532341750@okybl,Armaan Chad,1277568868@okaxis,1115.52,SUCCESS
b4372c4b-ec51-4d85-b46a-7793f6fbd6ec,07-06-24 05:24,Kimaya Sen,9807357076@oksbi,Bhamini Shan,8991734880@oksbi,3561.43,FAILED
d52eb3f2-98ec-4f15-a198-b71237f32969,10-06-24 08:57,Romil Singhal,3871954853@okybl,Yashvi Hegde,9660715210@oksbi,359.81,SUCCESS
1d69131f-bb5e-4ae6-8677-a8794b4e8cf8,16-06-24 04:48,Ritvik Chaudhary,4564417246@okaxis,Saanvi Sampath,9526744143@okaxis,4200.45,SUCCESS
dbc9303f-ade0-4881-aa81-d41439febb86,19-06-24 03:47,Shanaya Varghese,8832843407@okaxis,Anahi Savant,9276585447@okybl,7277.49,FAILED
507121d6-d581-49cc-afd7-149a86d29716,15-06-24 11:43,Anya Bhatnagar,2665817032@okybl,Akarsh Jaggi,1176383390@okaxis,6665.93,SUCCESS
88225b41-971b-4f64-b536-80a805a4c9e3,10-06-24 17:09,Sahil Gill,2808413224@okicici,Eva Srinivasan,0205786522@okicici,8073.56,FAILED
f4c78e82-66c1-487a-8b4c-c50a764ddab0,29-06-24 02:51,Rasha Desai,4700795962@okybl,Krish Sant,6066474461@okhdfcbank,2769.12,FAILED
fa8da4d7-2fd6-4ac8-bbda-37864dbef080,21-06-24 09:13,Ishita Trivedi,6143115426@okaxis,Tanya Rau,5031442088@oksbi,9375.48,SUCCESS
5396964d-8ed8-47a0-9b63-b25f4e49c95d,17-06-24 04:41,Madhup Sinha,0696082614@okhdfcbank,Advik Ramanathan,1797289978@okaxis,1994.68,FAILED
0dee90fa-11e1-4a76-807e-4b7b84c2b595,30-06-24 14:21,Krish Sampath,2372925137@okhdfcbank,Devansh Deo,5258816270@oksbi,4238.12,FAILED
d6925c0f-d326-44c5-a14b-83e320d907fb,04-06-24 11:02,Krish Balan,0797407174@okybl,Prisha Din,7753426454@okybl,3897.47,SUCCESS
9cc100a3-1bfe-447c-8841-8a21ad1f85d0,18-06-24 00:04,Tejas Khosla,3977158112@okaxis,Sara Borah,0723912802@okybl,7197.01,FAILED
6583c3b2-ed78-488a-9500-fc80e6e396e5,03-07-24 02:12,Stuvan Maharaj,9482317970@oksbi,Ayesha Gala,7025435456@okaxis,8526.15,SUCCESS
3f3289bc-e898-4d1b-95f0-1a8dffcca5e3,01-07-24 17:32,Zeeshan Chaudhari,8073467732@okicici,Umang Sen,5273892650@okhdfcbank,5354.88,SUCCESS
6f001ec6-fea1-4981-9cd0-d5dec5f615cb,02-07-24 03:34,Fateh Saha,9298362773@okicici,Hridaan Jaggi,4119467709@oksbi,2180.93,FAILED
fc0d5b67-4bcc-4e51-ae2f-e52f2b95ce87,14-06-24 10:11,Vritika Jain,0046071051@oksbi,Sara Bhatti,9129540262@oksbi,6242.22,SUCCESS
9707d0c5-c1a4-4d64-80b5-d56838682aa1,03-07-24 09:10,Piya Desai,6576036219@oksbi,Divit Ben,1134818251@okhdfcbank,4536.07,FAILED
823469c7-4370-4da0-9cad-8d201e7dabeb,15-06-24 08:04,Amani Ratta,1572724981@oksbi,Samiha Mangat,1762863610@okaxis,1161.01,SUCCESS
82d8cf1e-56d5-44af-9503-e77736c780eb,22-06-24 05:05,Aarna Kulkarni,2827618869@okybl,Rohan Aurora,8546905989@okybl,1091.72,FAILED
e912e5ef-148e-48b0-94d2-5e32e616b3f5,21-06-24 13:29,Divyansh Salvi,8866347349@okhdfcbank,Jayesh Sekhon,8812816614@okybl,1804.18,FAILED
77d3c4a2-459c-4f0c-8135-3da7aa66c39c,20-06-24 21:28,Sana Walia,2283469699@okicici,Misha Mander,6172377935@okicici,116.07,FAILED
f600aa3e-ba93-4c8e-ba9f-2ee8cace4bf5,24-06-24 13:37,Divit Walia,5092413326@okaxis,Anahi Dube,8579034781@okaxis,2752.33,SUCCESS
1750c2be-f969-4de7-8f16-eb948a25f4a3,26-06-24 14:53,Ritvik Srinivasan,7108491641@okicici,Ritvik Bera,6283009447@okicici,2158.04,SUCCESS
b6b2d71d-51f8-49b4-a63b-c3ff1f00240d,13-06-24 01:06,Reyansh Doshi,1400702301@okhdfcbank,Saksham Talwar,7070706473@okybl,7002.2,SUCCESS
c6cd757d-c369-470f-8134-7def15175e1f,09-06-24 00:40,Uthkarsh Behl,8961412111@okaxis,Madhup Dugal,6779473865@oksbi,2123.29,FAILED
9001cae7-62e0-437e-8be1-44711d2df846,17-06-24 11:58,Kabir Mander,5129776577@okybl,Aradhya Ramakrishnan,2316974115@okhdfcbank,1734.06,FAILED
47c3e0ae-eb07-4046-b611-8ac354e2682c,20-06-24 19:26,Trisha Uppal,2839704392@oksbi,Ira Yohannan,4635968378@oksbi,2062.22,FAILED
fd0468d4-cfb4-4e40-b058-e2b190628074,01-07-24 22:58,Urvi Kapoor,7932416816@okaxis,Lakshit Dyal,1419381216@okaxis,6910.83,FAILED
1a289527-7bf9-4034-927c-e61624ceb3ae,02-07-24 22:58,Samaira Ray,8823208186@oksbi,Vaibhav Bhasin,2513772192@okhdfcbank,2453.56,SUCCESS
e688e069-9560-466f-857d-0a21991eea52,21-06-24 19:41,Shaan Gade,7279822294@okaxis,Romil Mani,8999229496@okicici,6679.23,FAILED
e141dadc-0a32-439d-b411-3666007cfbb6,20-06-24 20:42,Sumer Barad,5294559147@oksbi,Kiara Gala,0553260273@okybl,2331.27,SUCCESS
26802397-e0ce-4c56-89cf-004e5d50785a,27-06-24 09:59,Raunak Buch,8857101383@okhdfcbank,Azad Doctor,1942611767@okybl,3454.06,SUCCESS
8fb30c44-8411-4ada-a7e0-0c45c71eced0,28-06-24 07:58,Vaibhav Choudhary,0495028936@okybl,Mamooty Chand,7492419654@okicici,8429.67,FAILED
4099b9a7-f934-4911-92bd-bcb6811794dc,04-06-24 12:12,Tanya Soman,4574184542@okaxis,Amira Gopal,2288324828@okaxis,2131.08,SUCCESS
79770bd3-0359-4311-9079-a80cd4dde353,12-06-24 07:52,Anvi Raman,6563486398@okaxis,Divit Shukla,7136498363@okybl,4629.99,SUCCESS
e9788dca-ef61-423b-8281-00eeac9bdb07,12-06-24 03:27,Trisha Lalla,5325463977@okaxis,Jivin Raj,1931549355@oksbi,6538.1,FAILED
cfca6a11-2709-46f2-b010-b696da0b6fd7,01-07-24 09:32,Ojas Butala,6697865890@oksbi,Shayak Mani,4227912202@okaxis,9357.05,SUCCESS
7e493fae-3fe6-4e96-9f2a-59668044979b,07-06-24 20:22,Kanav Bhardwaj,8057330920@oksbi,Saanvi Keer,4047387614@okaxis,4466.89,SUCCESS
d4a65349-af70-4fa1-9a5c-dadf31e0cd81,25-06-24 09:52,Ritvik Sundaram,4786038005@okybl,Fateh Dua,8504430765@oksbi,5679.21,FAILED
6d70690e-9c67-4ff8-a482-c12f4540d96e,13-06-24 01:46,Bhavin Chandran,4795110226@okhdfcbank,Kismat Devi,3815146081@okicici,5437.71,FAILED
3206d05c-e9cd-4d6f-ab22-81eb54b2d1ce,23-06-24 08:56,Aayush Bakshi,9785860828@oksbi,Keya Gokhale,5089047536@oksbi,3127.76,SUCCESS
8387d8a8-add2-415e-98cf-0b5f2666dc31,10-06-24 23:09,Anya Acharya,5540268570@okaxis,Nehmat Borah,3864932168@okaxis,9219.33,FAILED
273b1720-4d3a-4834-bce8-406ae4dc69c4,29-06-24 00:54,Drishya Kala,9916283476@okicici,Ira Bora,7645031745@oksbi,9356.28,FAILED
bde1d24a-23fd-44a9-b441-1883e1492489,29-06-24 16:32,Yuvaan Gopal,0623234423@okhdfcbank,Shalv Dyal,2236913766@okaxis,2581.32,FAILED
01eb623a-e640-499e-8323-2683a154544c,18-06-24 07:41,Adah Karpe,6552711173@okicici,Yuvraj  Rajagopal,2269044243@okybl,8788.31,SUCCESS
36cc5d6f-ca90-42fe-90b5-916c8be7cd27,16-06-24 15:53,Advika Sidhu,9321577036@okaxis,Vedika Khatri,2435226563@okicici,3144.63,FAILED
34e409c2-275b-44b4-8f61-2b719b673f6f,28-06-24 15:45,Charvi Dewan,0445016565@okicici,Rohan Choudhury,2295243313@oksbi,2944.21,FAILED
56e2e6d7-1f8a-4a04-acec-1363e33dd2d3,04-06-24 03:53,Anvi Ahuja,4057683883@okhdfcbank,Azad Deo,7863224276@okhdfcbank,6164.7,FAILED
f52158ab-f8d6-4f42-aac6-d45462caca32,29-06-24 06:14,Anahi Choudhary,2405639960@oksbi,Umang Dixit,8058729117@okybl,462.63,FAILED
8225eda3-2dc3-49e3-9a87-fb58e67fd99c,19-06-24 23:49,Riaan Chacko,5325265347@okaxis,Eva Sehgal,9617239363@okicici,552.79,SUCCESS
8c1bc88f-242c-44f0-b02a-254d66949ed6,22-06-24 02:54,Gokul Brahmbhatt,2705878601@oksbi,Ehsaan Bhakta,9334092753@okaxis,2071.77,SUCCESS
c8e0093e-01fa-4c97-81c0-c0fd966a5f8f,09-06-24 18:08,Romil Jain,6623476068@okaxis,Tara Kulkarni,7740784974@oksbi,5972.06,SUCCESS
dcf5b4d8-2e37-4717-a88e-57e3690b56ec,06-06-24 15:20,Ela Lalla,6668016319@okicici,Pihu Samra,5801358491@okybl,2548.69,FAILED
bbbdaf03-669f-476b-9304-69a95655f235,02-07-24 20:05,Eva Solanki,8609313801@okaxis,Yasmin Swaminathan,6524879932@okicici,5216.49,FAILED
c3452731-66ff-4696-a51f-9ee84da81e4d,07-06-24 08:13,Hansh Dugar,2754359134@okybl,Uthkarsh Bhavsar,3982896041@okybl,9037.12,FAILED
b69548af-727b-4d2f-88ea-ef7a811a3ec5,17-06-24 11:39,Yuvraj  Chana,7870974702@okaxis,Dishani Virk,4978907652@oksbi,2091.29,SUCCESS
71c23a65-1fee-4216-8683-5709a41f942b,05-06-24 10:45,Kartik Sharaf,4801340698@okybl,Mehul Lall,6361286840@okhdfcbank,8609.82,FAILED
df002d0c-1de6-4906-8853-f3da478d4d15,12-06-24 14:15,Jayant Malhotra,3361066286@okybl,Anika Savant,8734053474@oksbi,1953.33,FAILED
d7aebfcb-74ed-41f5-9bf7-756979a91b5b,11-06-24 00:52,Adira Raj,1706789036@okhdfcbank,Vardaniya Dhaliwal,7314082973@okicici,8890.24,SUCCESS
dbf62f00-a75b-43b0-8ce4-a8c588bed461,20-06-24 17:36,Kashvi Shukla,3848601952@okhdfcbank,Bhamini Bose,1813832770@okybl,1733.75,SUCCESS
5a009535-6b32-4558-b11a-d0dfd45d3db6,08-06-24 21:47,Jhanvi Kadakia,7066732631@okicici,Hrishita Ganesan,1488430684@oksbi,6061.15,FAILED
2e4c7c52-34da-4d70-ac88-b357e88bee2b,10-06-24 15:39,Kaira Dewan,1502390915@oksbi,Jayant Vasa,5680790159@okicici,7263.64,FAILED
8090b8a3-37c2-41f9-b6e0-15144d94f53d,15-06-24 08:35,Raunak Mangal,8915275740@oksbi,Jhanvi Tella,7360540220@oksbi,2527.96,SUCCESS
f2c47b46-11b5-42b7-ade3-476b2f46a311,16-06-24 20:37,Taran Das,8026231879@okicici,Uthkarsh Rana,4099465074@okicici,2046.96,FAILED
57e1fbad-51f9-4508-aa38-707246329d69,25-06-24 00:52,Hunar Cheema,8315278756@okhdfcbank,Nirvi Vora,9432628820@okaxis,3288.57,FAILED
a9cc560c-7f99-4f88-b04e-94c9bbf7a432,15-06-24 10:29,Kiara Chanda,4476337584@okhdfcbank,Madhav Khurana,0042833785@okicici,1445.75,SUCCESS
d56d825d-f69f-41d3-9748-344086e1ede3,28-06-24 04:34,Reyansh Walla,3596774231@okicici,Elakshi Amble,9704171645@okhdfcbank,7812.75,SUCCESS
7a926fe8-0133-41f7-ae23-c05e80eb5888,12-06-24 07:31,Drishya Korpal,4870019179@okybl,Khushi Kothari,8985072012@okicici,3163.95,SUCCESS
0db9dbd4-5096-4399-aaaa-accae8404375,29-06-24 01:29,Manikya Reddy,1549363662@okicici,Ishita Chahal,8180305340@okicici,434.83,SUCCESS
854d4d33-c003-4d85-bebe-36844e0360d6,30-06-24 17:44,Mahika Agarwal,7215712188@okicici,Hiran Anand,8537679017@okicici,6874.85,FAILED
1f790b84-78cb-4f12-b86d-08d8aad45e1d,02-07-24 15:32,Alia Kapoor,5194148647@okybl,Krish Mander,5649748047@okhdfcbank,832.21,FAILED
bcd8d3d8-2386-45bd-bcd6-e6fcc1a4d184,16-06-24 11:00,Mehul Seshadri,0696746336@okicici,Jayesh Dhingra,4958899985@okicici,9400.33,FAILED
fa3151a9-ae21-4203-a85e-050c8c73d352,18-06-24 12:09,Saanvi Acharya,3696217497@oksbi,Jayesh Borde,7639639422@okicici,6632.77,FAILED
11556abb-72f2-4ad0-bf8f-9c7ddbe86a41,23-06-24 21:02,Bhamini Garg,0543096709@oksbi,Divyansh Sastry,2106573656@oksbi,4167.41,SUCCESS
8151c72b-44a9-499c-a148-13a9336f8a32,12-06-24 15:46,Myra Bansal,1211629045@okaxis,Rati Boase,8884268107@okicici,2349.97,SUCCESS
e6e1b2ff-ec11-4619-8e1a-eb187d54c2c8,20-06-24 21:32,Heer Keer,3701252089@okhdfcbank,Krish Bir,9600006502@oksbi,6561.5,FAILED
44d38ad6-db53-4d1d-b615-f66d27d46cee,13-06-24 13:46,Fateh Batta,1597976626@okybl,Advika Chaudhuri,4159262577@okhdfcbank,7055.4,FAILED
